iter	Logloss
207	0.2648013669
208	0.2645078486
209	0.2640271609
210	0.2634055461
211	0.2628849847
212	0.2623858749
213	0.2619346149
214	0.2615216589
215	0.2609428898
216	0.2606995801
217	0.2602283618
218	0.2595395901
219	0.25929255
220	0.259033895
221	0.2587060658
222	0.2578342302
223	0.25751582
224	0.2571416599
225	0.2567823617
226	0.2564682335
227	0.2560158827
228	0.255708687
229	0.2552975838
230	0.2550891305
231	0.2545914178
232	0.2543005116
233	0.2540744927
234	0.25380453
235	0.2535093831
236	0.2528564365
237	0.2525675051
238	0.2521612072
239	0.2519007746
240	0.2512319402
241	0.2508037141
242	0.2501738227
243	0.2496922115
244	0.2491551648
245	0.2486136761
246	0.2484984796
247	0.2483063635
248	0.2481147605
249	0.24785251
250	0.2476864923
251	0.2471827213
252	0.2469872595
253	0.2465831801
254	0.2463416572
255	0.2458734716
256	0.2456281718
257	0.2452636223
258	0.244717208
259	0.2444784515
260	0.2441407232
261	0.2439005266
262	0.2438744771
263	0.243832642
264	0.2436114147
265	0.2430395652
266	0.2426670698
267	0.2424305168
268	0.2421252184
269	0.2419966517
270	0.2417189657
271	0.241577174
272	0.2411388442
273	0.2407572771
274	0.2403944681
275	0.2399233023
276	0.2395008575
277	0.2392319109
278	0.2389636735
279	0.2386042922
280	0.2383632518
281	0.2379809624
282	0.2375331384
283	0.2373300755
284	0.2371398478
285	0.2368946468
286	0.2364101785
287	0.2358709017
288	0.2356455135
289	0.2353777669
290	0.2349648173
291	0.2346939631
292	0.2344323402
293	0.2339610164
294	0.233346485
295	0.2329495696
296	0.2325940403
297	0.2324545823
298	0.2321850718
299	0.2320180796
300	0.2318421582
301	0.2314959783
302	0.2312725282
303	0.2307980398
304	0.2305137346
305	0.2303227664
306	0.2300686412
307	0.2296767424
308	0.229459944
309	0.2291264031
310	0.2287430806
311	0.2284417538
312	0.2281826039
313	0.2279000268
314	0.2277683655
315	0.2274043868
316	0.2271045231
317	0.2266807912
318	0.2264794251
319	0.2263583187
320	0.2260567656
321	0.2258113337
322	0.2256090611
323	0.2253943556
324	0.2250676545
325	0.224857783
326	0.2245388867
327	0.2244296185
328	0.2242703113
329	0.224109942
330	0.2237716172
331	0.2235301806
332	0.223210549
333	0.2227955233
334	0.2223896225
335	0.2221731992
336	0.221995749
337	0.2216525694
338	0.2214606456
339	0.2212822184
340	0.2209234455
341	0.2208088616
342	0.2204207094
343	0.2201438078
344	0.219921406
345	0.2197412395
346	0.2194380776
347	0.2193115444
348	0.2189396003
349	0.2187888355
350	0.2185508172
351	0.2182726952
352	0.2180564668
353	0.2177856169
354	0.2174355975
355	0.217113978
356	0.2169117825
357	0.2166732861
358	0.2164767574
359	0.2162566985
360	0.2160272499
361	0.2157768118
362	0.215502457
363	0.2153896741
364	0.2152433481
365	0.2149978852
366	0.2145696969
367	0.2143766035
368	0.2142817387
369	0.2141120512
370	0.213800002
371	0.2136339173
372	0.2132392254
373	0.2129596899
374	0.2127607322
375	0.2126324554
376	0.2123488117
377	0.2118752201
378	0.2116009463
379	0.2114099334
380	0.211208462
381	0.2109129128
382	0.2107069082
383	0.2106659952
384	0.2105320901
385	0.2102787424
386	0.2101424688
387	0.2099390387
388	0.2098053356
389	0.209597839
390	0.209392647
391	0.2093439487
392	0.2092305842
393	0.2091338616
394	0.2089908071
395	0.2087338596
396	0.2084360501
397	0.2083915068
398	0.208026603
399	0.207885618
400	0.2077784732
401	0.2076271645
402	0.20738617
403	0.2071198961
404	0.2069902096
405	0.2068308737
406	0.2067141106
407	0.2063668529
408	0.2061056072
409	0.2059022359
410	0.2057507583
411	0.205613283
412	0.2054982387
413	0.2053881726
414	0.2050976184
415	0.2049066278
416	0.2048407601
417	0.2045285614
418	0.2042186737
419	0.2040312333
420	0.2037720598
421	0.2035469231
422	0.2033450354
423	0.2032359961
424	0.2029683874
425	0.202849253
426	0.2026497127
427	0.202544726
428	0.2023708406
429	0.2022392155
430	0.2021386882
431	0.201895659
432	0.2016780596
433	0.2014967584
434	0.2013060042
435	0.2012655992
436	0.2011295538
437	0.2009975536
438	0.2008274473
439	0.20074277
440	0.2006221871
441	0.2003886539
442	0.2001631187
443	0.2000204608
444	0.199866498
445	0.1997751971
446	0.1997284559
447	0.1994568807
448	0.1992577435
449	0.1991528636
450	0.1989932387
451	0.1987369417
452	0.1985823114
453	0.1982627548
454	0.1981679228
455	0.1980225163
456	0.1977951696
457	0.1976682046
458	0.1975671232
459	0.1974327958
460	0.197257048
461	0.1971641323
462	0.1969863657
463	0.1969062878
464	0.1967695877
465	0.1966016845
466	0.1964673864
467	0.1964396444
468	0.1963525424
469	0.1961417992
470	0.1960573523
471	0.195839299
472	0.1957643713
473	0.1956328918
474	0.1954250502
475	0.1951689706
476	0.1949888874
477	0.1948398234
478	0.194771541
479	0.1947691512
480	0.1946707515
481	0.1943459995
482	0.1942732757
483	0.1938951608
484	0.1934140387
485	0.1931691012
486	0.1929644175
487	0.1928174154
488	0.1926948816
489	0.1923997426
490	0.1922758308
491	0.1921282554
492	0.1919333431
493	0.1918346203
494	0.1916239895
495	0.1912530454
496	0.1910331376
497	0.1906025815
498	0.1903667766
499	0.1901886794
500	0.1899865204
501	0.1898074132
502	0.1896218295
503	0.1895502988
504	0.189444811
505	0.1893266233
506	0.189178202
507	0.1890112712
508	0.1888374168
509	0.1885522844
510	0.1884219933
511	0.1881692978
512	0.1880090387
513	0.1879148617
514	0.1877860617
515	0.187716381
516	0.187529711
517	0.187205807
518	0.1871060388
519	0.1868987612
520	0.1867777139
521	0.1866894429
522	0.1866315961
523	0.1864786225
524	0.1864018669
525	0.1863516619
526	0.1862841784
527	0.1861309799
528	0.1856846243
529	0.1856328755
530	0.185536969
531	0.1854258078
532	0.1853096943
533	0.1851650293
534	0.1851138908
535	0.1848678296
536	0.1845484148
537	0.1843806596
538	0.1842738333
539	0.1841977923
540	0.1839522175
541	0.1839176693
542	0.1838093797
543	0.1837385266
544	0.1835592095
545	0.1833669905
546	0.1832578809
547	0.1831539942
548	0.1829828778
549	0.1828826192
550	0.1827186554
551	0.1825712829
552	0.1824832066
553	0.1824501936
554	0.1823020419
555	0.1822279383
556	0.1821457516
557	0.1820720125
558	0.1819813308
559	0.181760381
560	0.1816126988
561	0.1812332129
562	0.1809944723
563	0.1809755743
564	0.1807585876
565	0.1806286156
566	0.1804251905
567	0.1803652689
568	0.1800992348
569	0.1799483348
570	0.1796776196
571	0.1795051736
572	0.1793700533
573	0.1791835409
574	0.1790651023
575	0.1789552383
576	0.1786251743
577	0.1785611222
578	0.1783408855
579	0.1781710025
580	0.1779885943
581	0.1779106135
582	0.1775503413
583	0.1773763513
584	0.1772596491
585	0.1771101549
586	0.177012075
587	0.1767796524
588	0.1765931978
589	0.1763910931
590	0.1763097153
591	0.1761925911
592	0.1760678821
593	0.1759431197
594	0.175732311
595	0.1755456622
596	0.1752919742
597	0.1752103136
598	0.1750174446
599	0.1749373208
600	0.1747103648
601	0.1745543897
602	0.174425597
603	0.174252478
604	0.1742041797
605	0.1739834515
606	0.1738970526
607	0.1738349149
608	0.1736863598
609	0.1734688533
610	0.1734383168
611	0.173295129
612	0.173187141
613	0.17304011
614	0.1729973376
615	0.1727521774
616	0.1725670847
617	0.1723659591
618	0.1722948859
619	0.1720451256
620	0.1719191152
621	0.1716329774
622	0.1715687159
623	0.1714539527
624	0.171312036
625	0.1711055312
626	0.1709319694
627	0.1706784462
628	0.1706232715
629	0.170400919
630	0.1701674498
631	0.169936503
632	0.169892083
633	0.1697682368
634	0.1696215716
635	0.1694690564
636	0.1693601158
637	0.1692423151
638	0.1691392226
639	0.1690232723
640	0.1689417314
641	0.1687826933
642	0.1687256999
643	0.1685931265
644	0.1683982564
645	0.1680739041
646	0.167914977
647	0.1677259388
648	0.1675050973
649	0.1673383325
650	0.1672586011
651	0.1670713683
652	0.1669628874
653	0.16665584
654	0.1664319515
655	0.1663389814
656	0.1661609175
657	0.1659927513
658	0.1658258568
659	0.165665384
660	0.1655260402
661	0.1652712421
662	0.1651331839
663	0.1649780552
664	0.1648940387
665	0.1647993241
666	0.1645894294
667	0.1643122705
668	0.1641490529
669	0.164047581
670	0.1639876304
671	0.1638388875
672	0.1637320559
673	0.1634758481
674	0.1634377352
675	0.1633107784
676	0.1631756664
677	0.1629647839
678	0.1629163304
679	0.1626881767
680	0.1624532496
681	0.16227345
682	0.1621329287
683	0.1619952093
684	0.1617849819
685	0.1617305342
686	0.1615471845
687	0.1614034968
688	0.1612530355
689	0.1611410718
690	0.1608961917
691	0.1608167069
692	0.1606658472
693	0.1605349802
694	0.1603765281
695	0.160204023
696	0.1601011731
697	0.1599295138
698	0.159755605
699	0.1596559535
700	0.1595004088
701	0.1593972549
702	0.159302008
703	0.1592312115
704	0.1590402051
705	0.1590014427
706	0.1588805797
707	0.1586062186
708	0.1585329436
709	0.1585040639
710	0.1584337639
711	0.1582626028
712	0.1581388002
713	0.1578192636
714	0.1575554115
715	0.1574823179
716	0.1572788919
717	0.1571312671
718	0.1569207583
719	0.1568530921
720	0.156778656
721	0.1566506876
722	0.1564410712
723	0.1563342397
724	0.1561613305
725	0.1559430096
726	0.155856906
727	0.1558059165
728	0.1556814881
729	0.1556479711
730	0.1555462392
731	0.1554078073
732	0.155302782
733	0.1552637565
734	0.1552087717
735	0.1550987259
736	0.1549032027
737	0.1548177091
738	0.1547761315
739	0.1545558592
740	0.154397364
741	0.1541905725
742	0.1540745739
743	0.1539934597
744	0.1537965012
745	0.1535914882
746	0.1534885945
747	0.1533931906
748	0.1532395841
749	0.1531271573
750	0.1528789578
751	0.1526506994
752	0.1525267146
753	0.1524409303
754	0.1522543418
755	0.1520886569
756	0.1519125242
757	0.1516148434
758	0.151487903
759	0.1512143914
760	0.1511785305
761	0.1508567643
762	0.1507858367
763	0.1507198743
764	0.1504927313
765	0.1503937958
766	0.1501895417
767	0.1499870747
768	0.1499154544
769	0.1497841914
770	0.1496834674
771	0.1495545313
772	0.149382269
773	0.1491064526
774	0.1489079187
775	0.14889576
776	0.1487371748
777	0.1486276115
778	0.1485376841
779	0.1483224882
780	0.1482077333
781	0.1480311563
782	0.1478803118
783	0.1477715969
784	0.1476619994
785	0.147584853
786	0.1474301276
787	0.1473110023
788	0.1471953712
789	0.1470770151
790	0.1469326561
791	0.1468456466
792	0.1467107035
793	0.1465630708
794	0.1464444527
795	0.1461916137
796	0.1460824428
797	0.145996742
798	0.1458472959
799	0.1456982504
800	0.1455851112
801	0.1455029127
802	0.1454156537
803	0.145269641
804	0.1450809038
805	0.1449033865
806	0.1446990214
807	0.1446901345
808	0.1445264212
809	0.1444354344
810	0.1443046557
811	0.1442238511
812	0.144138771
813	0.1440113674
814	0.1439620832
815	0.143794608
816	0.1436251581
817	0.1434354125
818	0.1432809208
819	0.1431936715
820	0.1431733423
821	0.1431547261
822	0.1429849546
823	0.1428473582
824	0.1426982606
825	0.1426054828
826	0.1425506767
827	0.1425099395
828	0.14241724
829	0.1422741911
830	0.1420695641
831	0.1419526709
832	0.1418101306
833	0.1417386376
834	0.1416150138
835	0.1413790683
836	0.1413382761
837	0.141249929
838	0.14103149
839	0.1409733697
840	0.1407864849
841	0.1406678904
842	0.14059299
843	0.1404308026
844	0.1402602561
845	0.1401462534
846	0.1400382022
847	0.1399891101
848	0.1399113533
849	0.1398287885
850	0.1398089585
851	0.139739345
852	0.1396678116
853	0.1396394224
854	0.1396222187
855	0.1395177061
856	0.1394638482
857	0.1394050216
858	0.1392758134
859	0.1391421626
860	0.1390663934
861	0.13904009
862	0.1388397099
863	0.1387575176
864	0.1387357295
865	0.1385442549
866	0.1385244702
867	0.1383875617
868	0.1382763641
869	0.1381236968
870	0.1379384222
871	0.1377728801
872	0.1375089285
873	0.1372860292
874	0.1372526561
875	0.1371255201
876	0.137093612
877	0.1369594756
878	0.1369188743
879	0.1368753281
880	0.1367347273
881	0.1366775169
882	0.1365001325
883	0.1364131605
884	0.1363077475
885	0.1361941842
886	0.1361296688
887	0.1359903777
888	0.1359114403
889	0.1357342933
890	0.1355318162
891	0.1353943227
892	0.1352853265
893	0.135133505
894	0.1349992859
895	0.1349211591
896	0.1348307903
897	0.1347516753
898	0.1347378408
899	0.1345564821
900	0.1345148506
901	0.1343824484
902	0.1342784184
903	0.1342330071
904	0.134186821
905	0.1340901818
906	0.1339855826
907	0.1338511934
908	0.1337141654
909	0.1336311065
910	0.1335510759
911	0.1335309075
912	0.1334031066
913	0.1333101287
914	0.1332424869
915	0.1332119557
916	0.1331184109
917	0.1330989197
918	0.1330340455
919	0.1329585573
920	0.1328286653
921	0.1328061076
922	0.1325706236
923	0.1325396578
924	0.1323901246
925	0.132315565
926	0.1322182194
927	0.1319137127
928	0.1317629616
929	0.1316677396
930	0.1315447417
931	0.1314623394
932	0.1314427612
933	0.1312003279
934	0.1311717369
935	0.1311095048
936	0.1310631737
937	0.131051893
938	0.1307193792
939	0.130566509
940	0.1305470104
941	0.1304238415
942	0.1303257536
943	0.1301172845
944	0.1300132257
945	0.1300070563
946	0.1299963012
947	0.1299135854
948	0.1298291284
949	0.1297178863
950	0.1296308714
951	0.1295519711
952	0.129434304
953	0.1294290366
954	0.1293056041
955	0.1290163534
956	0.1288852516
957	0.1288323611
958	0.1288115891
959	0.1286688901
960	0.12861595
961	0.1284107098
962	0.1282852911
963	0.1282129367
964	0.1280117397
965	0.1279539737
966	0.1279161449
967	0.1279110779
968	0.1278808955
969	0.1277535477
970	0.1277364954
971	0.1277263989
972	0.1276735562
973	0.1275984884
974	0.1275859772
975	0.1274871144
976	0.1273450228
977	0.1272277816
978	0.1270406383
979	0.1269243337
980	0.126892105
981	0.1266776271
982	0.1265789696
983	0.126444583
984	0.1263850915
985	0.1263500507
986	0.12625975
987	0.1262418768
988	0.1260535485
989	0.1259751095
990	0.1258574792
991	0.1256820395
992	0.125573563
993	0.1254720336
994	0.1253347255
995	0.125091736
996	0.1249201776
997	0.124760063
998	0.1246668529
999	0.1246526656
